HEXCODE,PARAMETER_ID,PARAMETER_ID,MIN_VALUE_NU,MAX_VALUE_NU,RGB_R_NU,RGB_G_NU,RGB_B_NU,SHORT_NAME_TX,DWH1_T_UNIT_REF.NAME_E_TX,SHORT_SIGN_TX,NAME_G_TX,NAME_F_TX,NAME_I_TX,DWH1_T_PARAM_GROUP_REF.NAME_E_TX,DESC_G_TX,DESC_F_TX,DESC_E_TX,DESC_I_TX,UUID_TX,TECHNICAL_NAME_TX,MHS_PRODUCT_NAME_TX,LABEL_G,LABEL_F,LABEL_I,LABEL_E,LABEL_DEF_G,LABEL_DEF_F,LABEL_DEF_I,LABEL_DEF_E
#FCBBAA,6044,6044,6,9,252,187,170,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,6 bis 9 °C,de 6 à 9 °C,da 6 a 9 °C,6 to 9 °C,6 bis 9 °C,de 6 à 9 °C,da 6 a 9 °C,6 to 9 °C
#FC9272,6044,6044,9,12,252,146,114,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,9 bis 12 °C,de 9 à 12 °C,da 9 a 12 °C,9 to 12 °C,9 bis 12 °C,de 9 à 12 °C,da 9 a 12 °C,9 to 12 °C
#FB6A4A,6044,6044,12,15,251,106,74,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,12 bis 15 °C,de 12 à 15 °C,da 12 a 15 °C,12 to 15 °C,12 bis 15 °C,de 12 à 15 °C,da 12 a 15 °C,12 to 15 °C
#F03C2B,6044,6044,15,20,240,60,43,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,15 bis 20 °C,de 15 à 20 °C,da 15 a 20 °C,15 to 20 °C,15 bis 20 °C,de 15 à 20 °C,da 15 a 20 °C,15 to 20 °C
#CC181E,6044,6044,20,25,204,24,30,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,20 bis 25 °C,de 20 à 25 °C,da 20 a 25 °C,20 to 25 °C,20 bis 25 °C,de 20 à 25 °C,da 20 a 25 °C,20 to 25 °C
#A60F14,6044,6044,25,30,166,15,20,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,25 bis 30 °C,de 25 à 30 °C,da 25 a 30 °C,25 to 30 °C,25 bis 30 °C,de 25 à 30 °C,da 25 a 30 °C,25 to 30 °C
#780A0F,6044,6044,30,35,120,10,15,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,30 bis 35 °C,de 30 à 35 °C,da 30 a 35 °C,30 to 35 °C,30 bis 35 °C,de 30 à 35 °C,da 30 a 35 °C,30 to 35 °C
#5F0000,6044,6044,35,50,95,0,0,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,> 35 °C,> 35 °C,> 35 °C,> 35 °C,35 bis 50 °C,de 35 à 50 °C,da 35 a 50 °C,35 to 50 °C
#071E46,6045,6045,-50,-35,7,30,70,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,< -35 °C,< -35 °C,< -35 °C,< -35 °C,-50 bis -35 °C,de -50 à -35 °C,da -50 a -35 °C,-50 to -35 °C
#072F6B,6045,6045,-35,-30,7,47,107,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,-35 bis -30 °C,de -35 à -30 °C,da -35 a -30 °C,-35 to -30 °C,-35 bis -30 °C,de -35 à -30 °C,da -35 a -30 °C,-35 to -30 °C
#08529C,6045,6045,-30,-25,8,82,156,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,-30 bis -25 °C,de -30 à -25 °C,da -30 a -25 °C,-30 to -25 °C,-30 bis -25 °C,de -30 à -25 °C,da -30 a -25 °C,-30 to -25 °C
#2171B5,6045,6045,-25,-20,33,113,181,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,-25 bis -20 °C,de -25 à -20 °C,da -25 a -20 °C,-25 to -20 °C,-25 bis -20 °C,de -25 à -20 °C,da -25 a -20 °C,-25 to -20 °C
#4292C7,6045,6045,-20,-15,66,146,199,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,-20 bis -15 °C,de -20 à -15 °C,da -20 a -15 °C,-20 to -15 °C,-20 bis -15 °C,de -20 à -15 °C,da -20 a -15 °C,-20 to -15 °C
#5AA0CD,6045,6045,-15,-12,90,160,205,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,-15 bis -12 °C,de -15 à -12 °C,da -15 a -12 °C,-15 to -12 °C,-15 bis -12 °C,de -15 à -12 °C,da -15 a -12 °C,-15 to -12 °C
#78BFD6,6045,6045,-12,-9,120,191,214,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,-12 bis -9 °C,de -12 à -9 °C,da -12 a -9 °C,-12 to -9 °C,-12 bis -9 °C,de -12 à -9 °C,da -12 a -9 °C,-12 to -9 °C
#AADCE6,6045,6045,-9,-6,170,220,230,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,-9 bis -6 °C,de -9 à -6 °C,da -9 a -6 °C,-9 to -6 °C,-9 bis -6 °C,de -9 à -6 °C,da -9 a -6 °C,-9 to -6 °C
#DBF5FF,6045,6045,-6,-3,219,245,255,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,-6 bis -3 °C,de -6 à -3 °C,da -6 a -3 °C,-6 to -3 °C,-6 bis -3 °C,de -6 à -3 °C,da -6 a -3 °C,-6 to -3 °C
#F0FCFF,6045,6045,-3,0,240,252,255,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,-3 bis 0 °C,de -3 à 0 °C,da -3 a 0 °C,-3 to 0 °C,-3 bis 0 °C,de -3 à 0 °C,da -3 a 0 °C,-3 to 0 °C
#FFF0F5,6045,6045,0,3,255,240,245,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,0 bis 3 °C,de 0 à 3 °C,da 0 a 3 °C,0 to 3 °C,0 bis 3 °C,de 0 à 3 °C,da 0 a 3 °C,0 to 3 °C
#FFE0E0,6045,6045,3,6,255,224,224,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,3 bis 6 °C,de 3 à 6 °C,da 3 a 6 °C,3 to 6 °C,3 bis 6 °C,de 3 à 6 °C,da 3 a 6 °C,3 to 6 °C
#FCBBAA,6045,6045,6,9,252,187,170,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,6 bis 9 °C,de 6 à 9 °C,da 6 a 9 °C,6 to 9 °C,6 bis 9 °C,de 6 à 9 °C,da 6 a 9 °C,6 to 9 °C
#FC9272,6045,6045,9,12,252,146,114,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,9 bis 12 °C,de 9 à 12 °C,da 9 a 12 °C,9 to 12 °C,9 bis 12 °C,de 9 à 12 °C,da 9 a 12 °C,9 to 12 °C
#FB6A4A,6045,6045,12,15,251,106,74,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,12 bis 15 °C,de 12 à 15 °C,da 12 a 15 °C,12 to 15 °C,12 bis 15 °C,de 12 à 15 °C,da 12 a 15 °C,12 to 15 °C
#F03C2B,6045,6045,15,20,240,60,43,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,15 bis 20 °C,de 15 à 20 °C,da 15 a 20 °C,15 to 20 °C,15 bis 20 °C,de 15 à 20 °C,da 15 a 20 °C,15 to 20 °C
#CC181E,6045,6045,20,25,204,24,30,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,20 bis 25 °C,de 20 à 25 °C,da 20 a 25 °C,20 to 25 °C,20 bis 25 °C,de 20 à 25 °C,da 20 a 25 °C,20 to 25 °C
#A60F14,6045,6045,25,30,166,15,20,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,25 bis 30 °C,de 25 à 30 °C,da 25 a 30 °C,25 to 30 °C,25 bis 30 °C,de 25 à 30 °C,da 25 a 30 °C,25 to 30 °C
#780A0F,6045,6045,30,35,120,10,15,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,30 bis 35 °C,de 30 à 35 °C,da 30 a 35 °C,30 to 35 °C,30 bis 35 °C,de 30 à 35 °C,da 30 a 35 °C,30 to 35 °C
#5F0000,6045,6045,35,50,95,0,0,tre024in,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Minimum,température de l'air à 2 m du sol; minimum 24 heurs,Air temperature 2 m above ground; 24h minimum,Temperatura dell'aria a 2 m; minima 24 ore,40f040da-c19b-4dc4-b798-f672de872f7a,messwerte-lufttemperatur-24h-min-1h,i2034t,> 35 °C,> 35 °C,> 35 °C,> 35 °C,35 bis 50 °C,de 35 à 50 °C,da 35 a 50 °C,35 to 50 °C
#FFFFFF,7948,7948,0,5,255,255,255,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,windstill,calme,calma,calm,0 bis 5 km/h,de 0 à 5 km/h,da 0 a 5 km/h,0 to 5 km/h
#FFF7F3,7948,7948,5,11,255,247,243,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,5 bis 11 km/h,de 5 à 11 km/h,da 5 a 11 km/h,5 to 11 km/h,5 bis 11 km/h,de 5 à 11 km/h,da 5 a 11 km/h,5 to 11 km/h
#FDE0DD,7948,7948,11,19,253,224,221,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,11 bis 19 km/h,de 11 à 19 km/h,da 11 a 19 km/h,11 to 19 km/h,11 bis 19 km/h,de 11 à 19 km/h,da 11 a 19 km/h,11 to 19 km/h
#FCC5C0,7948,7948,19,28,252,197,192,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,19 bis 28 km/h,de 19 à 28 km/h,da 19 a 28 km/h,19 to 28 km/h,19 bis 28 km/h,de 19 à 28 km/h,da 19 a 28 km/h,19 to 28 km/h
#FA9FB5,7948,7948,28,38,250,159,181,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,28 bis 38 km/h,de 28 à 38 km/h,da 28 a 38 km/h,28 to 38 km/h,28 bis 38 km/h,de 28 à 38 km/h,da 28 a 38 km/h,28 to 38 km/h
#F768A1,7948,7948,38,49,247,104,161,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,38 bis 49 km/h,de 38 à 49 km/h,da 38 a 49 km/h,38 to 49 km/h,38 bis 49 km/h,de 38 à 49 km/h,da 38 a 49 km/h,38 to 49 km/h
#DD3497,7948,7948,49,61,221,52,151,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,49 bis 61 km/h,de 49 à 61 km/h,da 49 a 61 km/h,49 to 61 km/h,49 bis 61 km/h,de 49 à 61 km/h,da 49 a 61 km/h,49 to 61 km/h
#AE017E,7948,7948,61,74,174,1,126,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,61 bis 74 km/h,de 61 à 74 km/h,da 61 a 74 km/h,61 to 74 km/h,61 bis 74 km/h,de 61 à 74 km/h,da 61 a 74 km/h,61 to 74 km/h
#7A0177,7948,7948,74,88,122,1,119,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,74 bis 88 km/h,de 74 à 88 km/h,da 74 a 88 km/h,74 to 88 km/h,74 bis 88 km/h,de 74 à 88 km/h,da 74 a 88 km/h,74 to 88 km/h
#49006A,7948,7948,88,102,73,0,106,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,88 bis 102 km/h,de 88 à 102 km/h,da 88 a 102 km/h,88 to 102 km/h,88 bis 102 km/h,de 88 à 102 km/h,da 88 a 102 km/h,88 to 102 km/h
#40004B,7948,7948,102,117,64,0,75,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,102 bis 117 km/h,de 102 à 117 km/h,da 102 a 117 km/h,102 to 117 km/h,102 bis 117 km/h,de 102 à 117 km/h,da 102 a 117 km/h,102 to 117 km/h
#000000,7948,7948,117,300,0,0,0,fu3006i1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum der letzten 6 Stunden,rafale (intégration 1 s); maximum des dernières 6 heures,Gust peak (one second); maximum of the past 6 hours,Raffica del vento (su un secondo); massima delle ultime 6 ore,fa6441c1-34bf-4f7a-a3be-be3e06f37061,messwerte-wind-boeenspitze-kmh-6h,i2043t,> 117 km/h,> 117 km/h,> 117 km/h,> 117 km/h,117 bis 300 km/h,de 117 à 300 km/h,da 117 a 300 km/h,117 to 300 km/h
